language,spk_id,gender,age,native_language,dialect
Japanese,107,male,25,Japanese,Standard Japanese
Japanese,108,male,28,Japanese,Kansai-ben
Japanese,109,male,19,Japanese,Standard Japanese
Japanese,110,male,27,Japanese,Standard Japanese
Japanese,111,male,20,Japanese,Tohoku-ben
Japanese,112,male,23,Japanese,Kansai-ben
Japanese,113,male,21,Japanese,Standard Japanese
Japanese,114,female,22,Japanese,some Toyama-ben
Japanese,115,male,22,Japanese,Standard Japanese
Japanese,116,male,19,Japanese,Standard Japanese
Japanese,117,male,23,Japanese,Standard Japanese
Japanese,118,male,22,Japanese,Standard Japanese
Japanese,200,female,20,Japanese,TOTTORI-ben
Japanese,201,female,20,Japanese,OKAUYAMA-ben
Japanese,202,female,20,Japanese,OOITA-ben
Japanese,203,female,20,Japanese,TOKYO-ben
Japanese,204,female,20,Japanese,CHIBA-ben
Japanese,205,female,20,Japanese,SAITAMA-ben
Japanese,206,female,20,Japanese,HOKKAIDO-ben
Japanese,207,female,20,Japanese,TOKYO-ben
Japanese,208,female,10,Japanese,HANAGAWA-ben
Japanese,209,female,20,Japanese,KAGOSHIMA-ben
Japanese,210,female,50,Japanese,
Japanese,211,female,20,Japanese,Tohoku-ben
Japanese,212,female,20,Japanese,FUKUI-ben
Japanese,213,female,20,Japanese,Saitama-ben
Japanese,214,female,20,Japanese,no dialect
Japanese,215,female,10,Japanese,KAGOSHIMA-ben
Japanese,216,female,20,Japanese,TOKYO-ben
Japanese,217,female,20,Japanese,HUKUOKA-ben
Japanese,218,female,20,Japanese,SAITAMA-ben
Japanese,219,female,20,Japanese,
Japanese,220,female,20,Japanese,SAITAMA-ben
Japanese,221,female,20,Japanese,CHIBA-ben
Japanese,222,female,20,Japanese,TOKYO-ben
Japanese,223,female,27,Japanese,"Matsuyamaben,Osaka-ben"
Japanese,224,female,20,Japanese,TOKYO-ben
Japanese,225,female,20,Japanese,HIROSHIMA-ben
Japanese,226,female,20,Japanese,TOHOKU-ben
Japanese,227,female,,Japanese,TOKYO-ben
Japanese,228,,,Japanese,
Japanese,323,male,22,Japanese,Standard Japanese
Japanese,423,male,19,Japanese,Standard Japanese
