language,spk_id,gender,age,native_language,dialect
Vietnamese,126,female,41,Vietnamese,Northern Vietnam
Vietnamese,127,male,29,Vietnamese,Northern Vietnam
Vietnamese,128,male,28,Vietnames,Northern Vietnam
Vietnamese,200,male,27,Vietnamese,Northern Vietnam
Vietnamese,201,female,25,Vietnamese,Southern Vietnam
Vietnamese,202,female,23,Vietnamese,Northern Vietnam
Vietnamese,203,male,27,Vietnamese,Southern Vietnam
Vietnamese,204,male,25,Vietnamese,Northern Vietnam
Vietnamese,205,male,24,Vietnamese,Northern Vietnam
Vietnamese,206,male,24,Vietnamese,Southern Vietnam
Vietnamese,207,male,30,Vietnamese,Northern Vietnam
Vietnamese,208,female,44,Vietnamese,Southern Vietnam
